id,original_title,budget,revenue,original_language,status,release_date,overview,tagline,list_keywords,primary_genre,list_genres,list_productioin_countries,num_production_companies,num_productioin_countries,list_spoken_languages,num_spoken_languages,popularity,vote_average,vote_count,runtime,animated,movie_id,title,movie_director,crew_size,cast_size,year
11702,The Replacement Killers,30000000,19204929,en,Released,1998-02-06,"Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail.",Kill or be replaced.,"['usa', 'china', 'assault rifle', 'sniper', 'chinatown', 'drug dealer', 'hitman', 'funeral', 'conscientious objector', 'revenge', 'on the run', 'fugitive', 'one man army', 'sunglasses', 'drug lord', 'silencer', 'uzi', 'police raid', 'contract killer', 'replacement']",Action,"['Action', 'Drama', 'Crime', 'Thriller']",['United States of America'],1,1,"['广州话 / 廣州話', 'Český', 'English']",3,9.607391,6.0,127,87.0,0,11702,The Replacement Killers,Antoine Fuqua,10,13,1998
18550,Fled,25000000,17193231,en,Released,1996-07-19,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",See how they run.,"['hacker', 'undercover agent', 'mafia', 'chain gang', 'fugitive', 'floppy disk']",Action,"['Action', 'Comedy', 'Thriller']",['United States of America'],1,1,['English'],1,2.77255,5.2,47,98.0,0,18550,Fled,Kevin Hooks,2,15,1996
8869,Eight Legged Freaks,0,0,en,Released,2002-07-17,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",Do you hate spiders? Do you really hate spiders? Well they don't like you either.,"['pick up', 'wetting pants', 'hockey mask', 'barbershop', 'perfume', 'aunt nephew relationship', 'straight razor', 'town meeting', 'forklift', 'contamination', 'spiders', 'animal horror']",Action,"['Action', 'Comedy', 'Horror', 'Thriller']","['Australia', 'United States of America']",5,2,['English'],1,17.834976,5.4,295,99.0,0,8869,Eight Legged Freaks,Ellory Elkayem,108,23,2002
43347,Love & Other Drugs,30000000,102820008,en,Released,2010-11-22,"Maggie, an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",Addicted to one-night stands or dependent on one another?,"['male nudity', 'female nudity', 'letter', 'love', 'viagra', 'sexual freedom', 'free spirit']",Drama,"['Drama', 'Comedy', 'Romance']",['United States of America'],6,1,['English'],1,20.236951,6.6,1233,112.0,0,43347,Love & Other Drugs,Edward Zwick,4,21,2010
3489,88 Minutes,30000000,16930884,en,Released,2007-02-14,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",He has 88 minutes to solve a murder. His own.,"['fbi', 'professor', ""ladies' man"", 'medical examiner', 'serial killer', 'lecture']",Crime,"['Crime', 'Mystery', 'Thriller']",['United States of America'],3,1,['English'],1,16.883429,5.7,313,108.0,0,3489,88 Minutes,Jon Avnet,18,15,2007
9701,North Country,35000000,25224242,en,Released,2005-02-12,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",All She Wanted Was To Make A Living. Instead She Made History.,"['rape', 'secret', 'minnesota', 'witness', 'miner', 'insult', 'court', 'lawsuit', 'love', 'lesbian', 'battle', 'case', 'woman', 'woman director', 'landmark', 'harrassment', 'legal']",Drama,['Drama'],['United States of America'],3,1,['English'],1,12.779200999999999,6.8,125,126.0,0,9701,North Country,Niki Caro,12,17,2005
2122,The Whole Ten Yards,40000000,26155781,en,Released,2004-04-07,"Jimmy 'The Tulip' Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.","They missed each other. This time, their aim is better.",['hitman'],Comedy,"['Comedy', 'Thriller', 'Crime']",['United States of America'],6,1,"['English', 'עִבְרִית', 'Magyar']",3,14.729385999999998,5.5,278,98.0,0,2122,The Whole Ten Yards,Howard Deutch,93,10,2004
37707,Splice,26000000,0,en,Released,2009-10-06,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",Science's newest miracle...is a mistake.,"['dna', 'genetics', 'gene manipulation', 'genetic engineering', 'biological experiment']",Horror,"['Horror', 'Thriller', 'Science Fiction']","['Canada', 'France', 'United States of America']",4,3,['English'],1,23.227877,5.5,671,104.0,0,37707,Splice,Vincenzo Natali,68,8,2009
10658,Howard the Duck,37000000,37962774,en,Released,1986-08-01,A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,You will believe that a duck can talk.,"['duck', 'physicist', 'extraterrestrial', 'anthropomorphism', 'alien invasion', 'alternative reality']",Comedy,"['Comedy', 'Fantasy', 'Science Fiction']",['United States of America'],2,1,"['Português', 'English']",2,11.374305999999999,5.1,221,110.0,0,10658,Howard the Duck,Willard Huyck,11,10,1986
13150,Pride and Glory,30000000,31148328,en,Released,2008-09-09,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,"['megacity', 'brother-in-law', 'police']",Thriller,"['Thriller', 'Crime', 'Drama']","['United States of America', 'Germany']",5,2,['English'],1,10.703602,6.3,240,130.0,0,13150,Pride and Glory,Gavin O'Connor,19,18,2008
9042,The Cave,30000000,15007991,en,Released,2005-08-25,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.",There are places man was never meant to go.,"['fall', 'burned alive', 'violence', 'diver', 'swimwear']",Action,"['Action', 'Adventure', 'Horror', 'Thriller']","['Germany', 'United States of America']",5,2,"['Český', 'English']",2,10.756266,5.1,202,97.0,0,9042,The Cave,Bruce Hunt,69,15,2005
17813,Alex & Emma,30000000,15368897,en,Released,2003-06-16,"Writer Alex Sheldon (Luke Wilson) must finish his novel within a month. If he doesn't, he won't get paid. And, if that happens, angry Mafia types to whom he owes money will come looking for him. In order to expedite things, Alex hires typist Emma Dinsmore (Kate Hudson) and begins dictating his novel. The book is about a doomed love affair between a character similar to Alex and a character named Polina Delacroix (Sophie Marceau). But, as Alex falls for Emma, his work takes a different turn.",Is it love... or are they just imagining things?,"['gambling', 'sex', 'casino', 'based on novel', 'vandalism', 'lie', 'kiss', 'love', 'disappearance', 'writer', 'death', 'fortune']",Comedy,"['Comedy', 'Romance']",['United States of America'],4,1,"['English', 'Français']",2,4.352422,5.0,68,96.0,0,17813,Alex & Emma,Rob Reiner,12,22,2003
11208,Wicker Park,30000000,13001257,en,Released,2004-09-03,"Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.",Passion never dies.,"[""love of one's life"", 'leave', 'look-alike', 'intrigue']",Drama,"['Drama', 'Mystery', 'Romance', 'Thriller']",['United States of America'],3,1,['English'],1,9.301561999999999,6.7,157,114.0,0,11208,Wicker Park,Paul McGuigan,75,12,2004
58151,Fright Night,17000000,24922237,en,Released,2011-08-18,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.",You can't run from evil when it lives next door.,"['sunrise', 'vampire', 'suspicion', 'remake', 'suburbia']",Horror,"['Horror', 'Comedy']","['United Kingdom', 'United States of America']",1,2,['English'],1,18.27083,6.0,603,106.0,0,58151,Fright Night,Craig Gillespie,10,16,2011
11400,The New World,30000000,30536013,en,Released,2005-12-25,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,"Once discovered, it was changed forever.","['chief', 'colonialism', 'new world']",Drama,"['Drama', 'History', 'Romance']",['United States of America'],5,1,['English'],1,19.106154,6.4,330,135.0,0,11400,The New World,Terrence Malick,18,15,2005
10350,Wing Commander,30000000,0,en,Released,1999-03-11,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",An action packed thrill ride!,"['fight', 'pilot', 'outer space', 'based on video game', 'space opera', 'space carrier']",Action,"['Action', 'Science Fiction']","['Luxembourg', 'United States of America']",6,2,['English'],1,5.2595849999999995,4.0,72,100.0,0,10350,Wing Commander,Christopher Roberts,22,15,1999
28902,In Dreams,0,0,en,Released,1999-01-15,"Claire Cooper dreams strange things from time to time. One night, she dreams about a little girl being taken away by a stranger...",You don't have to sleep to dream,"['based on novel', 'suicide attempt', 'dream', 'kidnapping', 'victim of murder', 'suspense', 'serial killer', 'hitchcockian']",Drama,"['Drama', 'Thriller']",['United States of America'],2,1,['English'],1,3.226243,5.4,44,100.0,0,28902,In Dreams,Neil Jordan,18,12,1999
14164,Dragonball Evolution,100000000,0,en,Released,2009-04-01,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",The legend comes to life.,"['karate', 'superhero', 'revenge', 'dragon', 'duringcreditsstinger']",Action,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Thriller']",['United States of America'],7,1,"['English', '日本語', 'हिन्दी']",3,21.677732000000002,2.9,462,85.0,0,14164,Dragonball Evolution,James Wong,6,15,2009
76640,The Last Stand,30000000,0,en,Released,2013-01-12,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts",Not in his town. Not on his watch.,"['sheriff', 'small town', 'hostage', 'prisoner', 'fbi', 'border', 'escape', 'car chase', 'convoy', 'machine gun', 'neo-western']",Action,"['Action', 'Crime', 'Thriller']",['United States of America'],1,1,['English'],1,43.882857,5.7,1266,107.0,0,76640,The Last Stand,Kim Jee-woon,11,18,2013
11058,Godsend,25000000,30114487,en,Released,2004-04-30,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.","When a miracle becomes a nightmare, evil is born.","['schizophrenia', 'clone', 'loss of son', 'nightmare', 'doctor']",Drama,"['Drama', 'Horror', 'Science Fiction', 'Thriller']","['Canada', 'United States of America']",4,2,['English'],1,12.10235,4.7,114,102.0,0,11058,Godsend,Nick Hamm,24,8,2004
14844,Chasing Liberty,23000000,12,en,Released,2004-01-09,"The President's daughter, unable to experience life like a normal 18 year-old, escapes from her entourage of Secret Service agents while traveling in Europe. She falls in love with a handsome British stranger, who also happens to be working undercover for her father.",How do you fall in love with the whole world watching?,"['venice', 'berlin', 'usa president', 'undercover', 'prague', 'romantic comedy', 'travel', 'lying', 'young adult', 'secret service agent', 'overprotective father']",Comedy,"['Comedy', 'Romance']","['United Kingdom', 'United States of America']",5,2,"['English', 'Français', 'עִבְרִית', 'Italiano', 'Español', 'Deutsch']",6,3.3620449999999997,6.1,152,111.0,0,14844,Chasing Liberty,Andy Cadiff,26,11,2004
57089,Hoodwinked Too! Hood VS. Evil,30000000,13521829,en,Released,2011-04-29,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",Not All Fairy Tales Go By the Book.,"['witch', 'wolf', 'little red riding hood', 'sequel', 'computer animation', 'goat', 'aftercreditsstinger', 'duringcreditsstinger']",Comedy,"['Comedy', 'Animation', 'Family']",['United States of America'],1,1,['English'],1,10.694417,4.8,131,86.0,1,57089,Hoodwinked Too! Hood VS. Evil,Mike Disa,8,15,2011
1947,An Unfinished Life,30000000,18618284,en,Released,2005-09-09,"Stoic and heartbroken, Einar Gilkyson quietly lives in the rugged Wyoming ranchlands alongside his only trusted friend, Mitch Bradley. Then, suddenly, the woman he blames for the death of his only son arrives at his door broke, desperate, and with a granddaughter he's never known. But even as buried anger and accusations resurface, the way is opened for unexpected connection, adventure, and forgiveness.",Every secret takes on a life of its own.,"['loss of son', 'sheriff', 'wyoming', 'grandfather granddaughter relationship', 'violence against women']",Drama,['Drama'],"['United States of America', 'Germany']",7,2,"['English', 'Français']",2,6.353971,6.7,161,108.0,0,1947,An Unfinished Life,Lasse Hallström,34,15,2005
8054,The Imaginarium of Doctor Parnassus,30000000,64352607,en,Released,2009-10-01,A traveling theater company gives its audience much more than they were expecting., ,"['circus', 'immortality', 'elderly', 'aftercreditsstinger', 'duringcreditsstinger']",Adventure,"['Adventure', 'Fantasy', 'Mystery']","['Canada', 'France', 'United Kingdom']",12,3,"['English', 'Pусский', 'Français']",3,37.181019,6.3,869,123.0,0,8054,The Imaginarium of Doctor Parnassus,Terry Gilliam,8,24,2009
46829,Barney's Version,30000000,8454301,en,Released,2010-10-26,"The picaresque and touching story of the politically incorrect, fully lived life of the impulsive, irascible and fearlessly blunt Barney Panofsky.",First he got married. Then he got married again. Then he met the love of his life.,"['suicide', 'jealousy', 'canada', 'independent film', 'politically incorrect']",Comedy,"['Comedy', 'Drama']","['Canada', 'Italy']",1,2,['English'],1,4.952735,7.2,129,134.0,0,46829,Barney's Version,Richard J. Lewis,24,10,2010
146238,Runner Runner,30000000,62616646,en,Released,2013-09-24,"When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur.",The house always wins.,"['gambling', 'casino', 'gambling debts', 'dirty cop', 'puerto rico']",Crime,"['Crime', 'Thriller', 'Drama']",['United States of America'],5,1,['English'],1,22.975918,5.5,543,91.0,0,146238,Runner Runner,Brad Furman,14,19,2013
9989,Antitrust,30000000,18195610,en,Released,2001-01-12,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,Truth can be dangerous...Trust can be deadly.,"['technology', 'garage', 'hacker', 'male friendship', 'microchip', 'minidisc', 'computer', 'company', 'friendship bracelet', 'suspense', 'business start-up', 'computer expert', 'childhood friends', 'betrayal by friend']",Action,"['Action', 'Crime', 'Drama']","['Canada', 'United States of America']",4,2,['English'],1,8.359599000000001,5.8,153,108.0,0,9989,Antitrust,Peter Howitt,21,20,2001
9665,Glory,18000000,26828365,en,Released,1989-12-15,"Robert Gould Shaw leads the US Civil War's first all-black volunteer company, fighting prejudices of both his own Union army and the Confederates.",Their innocence. Their heritage. Their lives.,"['war', 'racism', 'battle', 'union soldier', 'confederate soldier', 'american civil war']",War,['War'],['United States of America'],2,1,['English'],1,16.102271,7.4,383,122.0,0,9665,Glory,Edward Zwick,44,17,1989
311,Once Upon a Time in America,30000000,0,en,Released,1984-02-16,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.","['life and death', 'corruption', 'street gang', 'rape', 'sadistic', 'lovesickness', 'sexual abuse', 'money laundering', 'opium']",Drama,"['Drama', 'Crime']","['United States of America', 'Italy']",2,2,"['English', 'Français', 'Italiano']",3,49.336397,8.2,1069,229.0,0,311,Once Upon a Time in America,Sergio Leone,30,38,1984
102362,Dead Man Down,0,18074539,en,Released,2013-03-08,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",Blood demands blood,"['revenge', 'new york city', 'mysterious woman', 'crime lord']",Thriller,"['Thriller', 'Action', 'Crime', 'Drama']",['United States of America'],2,1,"['English', 'Français', 'shqip', 'Español']",4,29.647844,5.9,638,118.0,0,102362,Dead Man Down,Niels Arden Oplev,15,36,2013
11162,The Merchant of Venice,0,0,en,Released,2004-09-03,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.", ,"['venice', 'shakespeare', 'jew', 'ship', 'salesperson', 'meat', 'money', 'suitor', 'falling in love', 'credit', '16th century']",Drama,"['Drama', 'Romance']","['United Kingdom', 'Italy', 'Luxembourg', 'United States of America']",1,4,['English'],1,12.467267,6.7,144,138.0,0,11162,The Merchant of Venice,Michael Radford,15,15,2004
6016,The Good Thief,0,0,en,Released,2003-04-03,A compulsive gambler plans the heist of his life - a priceless collection of art from the world-class Casino Riviera in Monte Carlo.,He doesn't want money. He wants what money can't buy.,"['casino', 'monte carlo', 'painting', 'caper', 'independent film', 'heist movie']",Crime,"['Crime', 'Drama', 'Thriller']","['Canada', 'France', 'Ireland', 'United Kingdom']",4,4,['English'],1,2.774811,6.0,31,108.0,0,6016,The Good Thief,Neil Jordan,30,15,2003
17186,Supercross,0,3102550,en,Released,2005-08-16,"Faced with the suspicious death of their father, two brothers must motivate one another to get back on their bikes and take the Las Vegas Motocross Championships by storm.", ,['sport'],Action,"['Action', 'Adventure', 'Drama', 'Romance']",['United States of America'],1,1,['English'],1,3.71305,5.4,29,80.0,0,17186,Supercross,Steve Boyum,9,13,2005
13967,Miss Potter,30000000,35078241,en,Released,2006-12-03,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness and success.",The life of Beatrix Potter is the most enchanting tale of all.,"['loss of lover', 'mountain lake', 'author', 'rabbit']",Drama,"['Drama', 'Family', 'Romance']","['United Kingdom', 'United States of America']",1,2,['English'],1,8.386432000000001,6.3,141,92.0,0,13967,Miss Potter,Chris Noonan,12,25,2006
2008,Wu Ji,0,0,zh,Released,2005-12-15,"An orphaned girl, driven by poverty at such a young age, makes a promise with an enchantress. In return for beauty and the admiration of every man, she will never be with the man she loves. This spell cannot be broken unless the impossible happens: snow falling in spring and the dead coming back to life. Now a grown and beautiful princess, she regrets her promise, for all of the men she's loved has always been met with tragedy. In love again with a man behind a red armor and a golden mask who rescues her from death, she is tormented by their inevitable parting. Meanwhile, Kunlun, the slave of a great general, is searching for the lost memories of a family he once had. Soon the fate of these two intertwine when the princess believes the general to be her hero, thus pulling him into this web of fate. What end will befallen our three characters? Are their fates already sealed by a higher power, or can they still choose a life they want?",the promise,"['servant', 'emperor', 'battle assignment']",Fantasy,"['Fantasy', 'Drama', 'Action', 'Thriller', 'Romance']","['China', 'Japan', 'South Korea']",0,3,"['English', 'Deutsch', '普通话']",3,3.866026,5.0,29,98.0,0,2008,The Promise,Chen Kaige,11,6,2005
9053,DOA: Dead or Alive,21000000,480314,en,Released,2006-09-07,Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire.,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.","['competition', 'martial arts', 'kung fu', 'assassin', 'fight', 'island', 'karate', 'nerd', 'wrestling', 'bikini', 'ninja', 'tournament', 'explosion', 'violence', 'based on video game', 'swimsuit']",Adventure,"['Adventure', 'Action', 'Thriller']","['Germany', 'United Kingdom', 'United States of America']",6,3,['English'],1,12.790408,5.0,205,87.0,0,9053,DOA: Dead or Alive,Corey Yuen Kwai,8,18,2006
4512,The Assassination of Jesse James by the Coward Robert Ford,30000000,14711793,en,Released,2007-09-02,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",Beyond the myth lies America's greatest betrayal,"['killing', 'admiration', 'hold-up robbery', 'to shoot dead', 'idol', 'missouri', 'media', 'jesse james', 'cowardliness', 'family', 'coward']",Action,"['Action', 'Drama', 'Western']","['Canada', 'United Kingdom', 'United States of America']",6,3,['English'],1,35.53352,7.0,776,160.0,0,4512,The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,15,20,2007
76349,辛亥革命,30000000,108348,zh,Released,2011-07-03,"At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword.",Fall of the Last Empire,"['martial arts', 'sword', 'revolution', 'blood', 'gunfight', 'extreme violence', 'brutality', 'combat']",Adventure,"['Adventure', 'Drama', 'Action', 'History', 'War']","['China', 'Hong Kong']",1,2,"['Français', '普通话', 'English']",3,4.065212,5.0,41,125.0,0,76349,1911,Jackie Chan,6,22,2011
31203,Le petit Nicolas,0,0,fr,Released,2009-09-30,"Nicolas has a happy existence, parents who love him, a great group of friends with whom he has great fun, and all he wants is that nothing to changes... However, one day, he overhears a conversation that leads him to believe that his life might change forever, his mother is pregnant!. He panics and envisions the worst: soon a little brother will...", ,[],Comedy,['Comedy'],"['Belgium', 'France']",10,2,['Français'],1,20.362025,5.9,306,91.0,0,31203,Little Nicholas,Laurent Tirard,9,33,2009
265208,Wild Card,30000000,0,en,Released,2015-01-14,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.",Never bet against a man with a killer hand.,"['gambling', 'bodyguard', 'remake']",Thriller,"['Thriller', 'Crime', 'Drama']",['United States of America'],7,1,['English'],1,48.0343,5.4,656,92.0,0,265208,Wild Card,Simon West,53,25,2015
45610,Machine Gun Preacher,30000000,2527904,en,Released,2011-09-23,"The true story of Sam Childers, a former drug-dealing biker who finds God and became a crusader for hundreds of Sudanese children who've been kidnapped and pressed into duty as soldiers.",Hope is the greatest weapon of all,"['underage soldier', 'duringcreditsstinger']",Action,"['Action', 'Thriller', 'Crime']",['United States of America'],11,1,"['العربية', 'English']",2,13.268935999999998,6.4,286,129.0,0,45610,Machine Gun Preacher,Marc Forster,35,33,2011
50135,Konferenz der Tiere,0,0,de,Released,2010-10-07,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.", ,"['dam', 'shark', 'animal', 'hoover dam', 'crane the bird']",Animation,"['Animation', 'Family', 'Comedy']",['Germany'],2,1,['Deutsch'],1,8.010046,5.5,90,93.0,1,50135,Animals United,Reinhard Klooss,14,7,2010
1874,Goodbye Bafana,30000000,0,en,Released,2007-02-11,The true story of a white South African racist whose life was profoundly altered by the black prisoner he guarded for twenty years. The prisoner's name was Nelson Mandela., ,"['jail guard', 'prison cell', 'south africa', 'apartheid', 'nelson mandela', 'escape', 'xenophobia']",History,"['History', 'Drama']","['Belgium', 'South Africa']",1,2,"['English', '']",2,12.257653999999999,7.0,38,140.0,0,1874,Goodbye Bafana,Bille August,17,5,2007
271331,United Passions,27000000,0,en,Released,2014-06-19,"An epic, untold story that brings to life the inspiring saga of the World Cup and the three determined men who created it. Driven by their vision and passion, three men, overcame their doubts and fought obstacles and scandals to make the World Cup a reality. Spanning the tumultuous 20th Century, this timeless saga celebrates the event that became the most popular sporting event in the world.",Every dream has it's own rules,['soccer'],Drama,['Drama'],['France'],2,1,['English'],1,6.036683999999999,3.0,16,110.0,0,271331,United Passions,Frédéric Auburtin,3,9,2014
215211,Grace of Monaco,30000000,0,en,Released,2014-05-14,"The story of former Hollywood star Grace Kelly's crisis of marriage and identity, during a political dispute between Monaco's Prince Rainier III and France's Charles De Gaulle, and a looming French invasion of Monaco in the early 1960s.", ,"['monaco', 'prince']",Romance,"['Romance', 'Drama']","['Belgium', 'France', 'Italy', 'Switzerland', 'United States of America']",10,5,"['Français', 'English']",2,10.958697,5.8,195,103.0,0,215211,Grace of Monaco,Olivier Dahan,45,26,2014
367961,Савва. Сердце воина,30000000,0,ru,Released,2015-11-12,A fairytale about a grand life journey of a 10-year old boy Savva devoted to help his Mom and fellow village people to break free from the vicious hyenas.,You need only wish with all of your heart!,"['village', 'creature', 'battle', 'monkey', 'hyena']",Fantasy,"['Fantasy', 'Adventure', 'Animation']",['Russia'],1,1,['Pусский'],1,2.625594,6.4,7,85.0,1,367961,Savva. Heart of the Warrior,Maksim Fadeev,4,15,2015
10955,Ripley's Game,30000000,0,en,Released,2002-09-02,"Tom Ripley - cool, urbane, wealthy, and murderous - lives in a villa in the Veneto with Luisa, his harpsichord-playing girlfriend. A former business associate from Berlin's underworld pays a call asking Ripley's help in killing a rival. Ripley - ever a student of human nature - initiates a game to turn a mild and innocent local picture framer into a hit man. The artisan, Jonathan Trevanny, who's dying of cancer, has a wife, young son, and little to leave them. If Ripley draws Jonathan into the game, can Ripley maintain control? Does it stop at one killing? What if Ripley develops a conscience?", ,"['berlin', 'male nudity', 'villa', 'milan', 'hitman', 'assignment', 'greed', 'insult', 'performance', 'russian mafia', 'party', 'woman director']",Crime,"['Crime', 'Thriller']","['United Kingdom', 'United States of America', 'Italy']",3,3,['English'],1,2.9810470000000002,6.6,69,110.0,0,10955,Ripley's Game,Liliana Cavani,6,7,2002
223702,Sausage Party,19000000,140752617,en,Released,2016-07-11,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.",Always use condiments,"['supermarket', 'party', 'sausage', 'food', 'anthropomorphism', 'sex scene', 'musical number', 'adult animation', 'grocery store', 'gum']",Adventure,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","['Canada', 'United States of America']",6,2,['English'],1,66.242737,5.6,2238,83.0,1,223702,Sausage Party,Conrad Vernon,46,34,2016
254470,Pitch Perfect 2,29000000,287506194,en,Released,2015-05-07,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",We're back pitches,"['music', 'sequel', 'singer', 'male female relationship', 'audition', 'group of friends', 'duringcreditsstinger', 'singing competition', 'female musician', 'singing contest', 'woman director', 'acapella']",Comedy,"['Comedy', 'Music']",['United States of America'],3,1,['English'],1,71.496894,6.8,1940,115.0,0,254470,Pitch Perfect 2,Elizabeth Banks,32,122,2015
